latitude,longitude
43.0481221,-76.14742439999999
29.7604267,-95.3698028
38.9071923,-77.0368707
35.2270869,-80.8431267
42.4733688,-83.2218731
40.41482999999999,-74.2295891
33.4483771,-112.0740373
41.2565369,-95.9345034
37.7749295,-122.4194155
40.81201710000001,-74.1243063
42.3736158,-71.10973349999999
40.7127753,-74.0059728
37.7749295,-122.4194155
37.7749295,-122.4194155
33.748752,-84.38768449999999
39.0839973,-77.1527578
44.977753,-93.2650108
34.0549076,-118.242643
35.2270869,-80.8431267
42.3736158,-71.10973349999999
39.1031182,-84.5120196
38.9071923,-77.0368707
41.8781136,-87.6297982
39.2903848,-76.6121893
33.2442813,-86.8163773
33.9472359,-118.0853451
39.0997265,-94.5785667
39.0437567,-77.4874416
41.8781136,-87.6297982
38.9695545,-77.3860976
32.7554883,-97.3307658
34.419837,-118.5627013
38.1074198,-122.5697032
39.7294319,-104.8319195
40.7127753,-74.0059728
38.8942786,-77.43109919999999
37.3860517,-122.0838511
27.9516896,-82.45875269999999
41.8781136,-87.6297982
39.7392358,-104.990251
40.521893,-111.9391023
37.7749295,-122.4194155
40.44062479999999,-79.9958864
46.28042000000001,-119.2751996
38.9071923,-77.0368707
41.8781136,-87.6297982
39.1031182,-84.5120196
35.0457984,-85.3093995
46.28042000000001,-119.2751996
27.9655722,-82.7958948
39.768403,-86.158068
42.3736158,-71.10973349999999
40.2599864,-74.79091249999999
42.3600825,-71.0588801
37.654656,-122.4077498
37.3229978,-122.0321823
42.3600825,-71.0588801
39.41426879999999,-77.4105409
37.33874,-121.8852525
32.7766642,-96.79698789999999
37.7749295,-122.4194155
40.521893,-111.9391023
42.3459271,-71.5522874
38.9695545,-77.3860976
40.33370379999999,-75.9474322
43.0721661,-89.4007501
42.3736158,-71.10973349999999
37.7749295,-122.4194155
42.3222599,-83.17631449999999
28.5999998,-81.33923519999999
37.9735346,-122.5310874
32.715738,-117.1610838
40.2115109,-74.6796651
42.3600825,-71.0588801
40.5575986,-74.2846022
37.7749295,-122.4194155
38.7745565,-75.13934979999999
42.3600825,-71.0588801
40.7127753,-74.0059728
37.2089572,-93.29229889999999
40.44062479999999,-79.9958864
33.4483771,-112.0740373
34.1808392,-118.3089661
34.7303688,-86.5861037
42.2625932,-71.8022934
42.3370413,-71.20922139999999
41.8781136,-87.6297982
40.7607793,-111.8910474
30.2240897,-92.0198427
43.15657789999999,-77.6088465
39.1202934,-76.77693239999999
42.3736158,-71.10973349999999
37.7749295,-122.4194155
43.15657789999999,-77.6088465
37.3860517,-122.0838511
34.1211873,-117.2015791
32.5420821,-97.3208492
40.4672587,-87.6683573
40.44062479999999,-79.9958864
37.048345,-122.0168296
35.9606384,-83.9207392
38.5495569,-75.12323909999999
43.0389025,-87.9064736
39.0839973,-77.1527578
41.8781136,-87.6297982
41.8781136,-87.6297982
38.9695545,-77.3860976
43.7508284,-87.71453
40.7127753,-74.0059728
29.95106579999999,-90.0715323
32.7766642,-96.79698789999999
27.9655722,-82.7958948
40.2599864,-74.79091249999999
42.3736158,-71.10973349999999
41.8781136,-87.6297982
37.5629917,-122.3255254
38.9338676,-77.1772604
39.7589478,-84.1916069
42.3600825,-71.0588801
37.654656,-122.4077498
37.3229978,-122.0321823
36.6116174,-119.5270734
42.3600825,-71.0588801
37.7749295,-122.4194155
43.6121087,-116.3915131
37.33874,-121.8852525
39.41426879999999,-77.4105409
39.926813,-75.0246312
39.768403,-86.158068
40.521893,-111.9391023
42.3736158,-71.10973349999999
38.2526647,-85.7584557
40.7127753,-74.0059728
42.3459271,-71.5522874
36.1626638,-86.7816016
41.8781136,-87.6297982
38.9695545,-77.3860976
45.515232,-122.6783853
44.977753,-93.2650108
40.8256561,-73.69818579999999
30.267153,-97.7430608
43.0721661,-89.4007501
37.654656,-122.4077498
41.8239891,-71.4128343
41.2565369,-95.9345034
40.33370379999999,-75.9474322
38.9071923,-77.0368707
30.267153,-97.7430608
39.1031182,-84.5120196
37.7749295,-122.4194155
35.7795897,-78.6381787
42.3736158,-71.10973349999999
42.3222599,-83.17631449999999
41.3497456,-72.0790717
38.9695545,-77.3860976
39.9525839,-75.1652215
28.5999998,-81.33923519999999
37.8043514,-122.2711639
32.715738,-117.1610838
37.9735346,-122.5310874
42.3600825,-71.0588801
40.2115109,-74.6796651
43.6150186,-116.2023137
37.7749295,-122.4194155
36.0103561,-84.26964490000002
37.7749295,-122.4194155
34.1533395,-118.7616764
40.5575986,-74.2846022
41.4080327,-92.91640500000001
42.3600825,-71.0588801
38.7745565,-75.13934979999999
40.7127753,-74.0059728
37.7643595,-121.9539616
40.3470543,-74.0643065
37.2089572,-93.29229889999999
40.44062479999999,-79.9958864
40.7127753,-74.0059728
45.5201113,-122.989848
42.331427,-83.0457538
38.9071923,-77.0368707
34.1808392,-118.3089661
38.71887160000001,-77.15426839999999
37.4418834,-122.1430195
33.4483771,-112.0740373
34.7303688,-86.5861037
32.715738,-117.1610838
29.7604267,-95.3698028
41.1264849,-73.71401949999999
42.3736158,-71.10973349999999
34.0007104,-81.0348144
42.2625932,-71.8022934
37.654656,-122.4077498
42.1014831,-72.589811
41.8781136,-87.6297982
38.9071923,-77.0368707
38.9695545,-77.3860976
42.3736158,-71.10973349999999
37.7749295,-122.4194155
29.4251905,-98.4945922
37.7749295,-122.4194155
39.768403,-86.158068
42.3736158,-71.10973349999999
37.36883,-122.0363496
32.7766642,-96.79698789999999
42.3370413,-71.20922139999999
36.8354258,-76.2982742
30.2240897,-92.0198427
46.28042000000001,-119.2751996
42.1014831,-72.589811
40.7607793,-111.8910474
38.8799697,-77.1067698
43.15657789999999,-77.6088465
42.3736158,-71.10973349999999
37.7749295,-122.4194155
26.7153424,-80.0533746
39.1202934,-76.77693239999999
38.9695545,-77.3860976
30.267153,-97.7430608
38.9071923,-77.0368707
35.2270869,-80.8431267
37.33874,-121.8852525
40.0325817,-75.6274583
43.15657789999999,-77.6088465
38.8048355,-77.0469214
42.3600825,-71.0588801
34.0555693,-117.1825381
42.6791832,-70.8411558
37.7749295,-122.4194155
41.8781136,-87.6297982
37.3860517,-122.0838511
37.7719074,-87.1111676
42.1014831,-72.589811
41.7658043,-72.6733723
33.7879085,-117.855281
34.1211873,-117.2015791
42.3459271,-71.5522874
32.5420821,-97.3208492
38.9536174,-94.73357089999999
40.4672587,-87.6683573
40.7127753,-74.0059728
37.9779776,-122.0310733
42.3736158,-71.10973349999999
40.44062479999999,-79.9958864
41.8781136,-87.6297982
39.6433243,-106.3780801
37.048345,-122.0168296
35.9606384,-83.9207392
37.7749295,-122.4194155
40.7127753,-74.0059728
39.7392358,-104.990251
43.0389025,-87.9064736
42.2775281,-71.3468091
39.0839973,-77.1527578
41.8781136,-87.6297982
37.654656,-122.4077498
39.0839973,-77.1527578
38.5495569,-75.12323909999999
36.09985959999999,-80.244216
41.2397772,-81.6381785
39.768403,-86.158068
41.8781136,-87.6297982
37.0298687,-76.34522179999999
42.3736158,-71.10973349999999
36.09985959999999,-80.244216
32.715738,-117.1610838
37.7749295,-122.4194155
42.4439614,-76.5018807
33.95260200000001,-84.5499327
42.2528772,-71.0022705
42.3736158,-71.10973349999999
40.44062479999999,-79.9958864
26.1224386,-80.13731740000001
38.9071923,-77.0368707
42.3600825,-71.0588801
40.7127753,-74.0059728
44.5133188,-88.0132958
34.1808392,-118.3089661
40.7127753,-74.0059728
35.9940329,-78.898619
40.7127753,-74.0059728
39.768403,-86.158068
36.8252277,-119.7029194
42.3600825,-71.0588801
33.3061605,-111.8412502
38.8942786,-77.43109919999999
28.5383832,-81.3789269
41.8781136,-87.6297982
38.9517053,-92.3340724
30.267153,-97.7430608
42.3600825,-71.0588801
42.3736158,-71.10973349999999
39.0839973,-77.1527578
37.7719074,-87.1111676
41.8781136,-87.6297982
37.7749295,-122.4194155
34.0555693,-117.1825381
41.4553232,-81.9179173
40.6936488,-89.5889864
41.8781136,-87.6297982
41.5868417,-93.6249522
46.28042000000001,-119.2751996
41.9778795,-91.6656232
42.3736158,-71.10973349999999
42.3736158,-71.10973349999999
39.9525839,-75.1652215
37.7749295,-122.4194155
47.6061389,-122.3328481
41.2565369,-95.9345034
36.1626638,-86.7816016
41.8781136,-87.6297982
29.4251905,-98.4945922
30.267153,-97.7430608
36.09985959999999,-80.244216
34.7303688,-86.5861037
35.9940329,-78.898619
40.8509333,-73.9701381
40.1523309,-75.26628900000001
37.7749295,-122.4194155
37.7749295,-122.4194155
40.7127753,-74.0059728
36.09985959999999,-80.244216
35.0843859,-106.650422
38.6270025,-90.19940419999999
38.7892801,-77.18720359999999
42.1014831,-72.589811
46.28042000000001,-119.2751996
40.7607793,-111.8910474
40.7177545,-74.0431435
37.7749295,-122.4194155
37.7749295,-122.4194155
38.8799697,-77.1067698
43.15657789999999,-77.6088465
37.8395028,-122.2892278
37.4418834,-122.1430195
34.4208305,-119.6981901
40.7526008,-73.6104058
40.7127753,-74.0059728
40.1012856,-75.3835525
42.3736158,-71.10973349999999
37.7749295,-122.4194155
39.1202934,-76.77693239999999
26.7153424,-80.0533746
30.267153,-97.7430608
38.9071923,-77.0368707
38.9695545,-77.3860976
37.3860517,-122.0838511
38.8799697,-77.1067698
37.3541079,-121.9552356
37.3541079,-121.9552356
35.2270869,-80.8431267
37.6847648,-122.4023808
37.7749295,-122.4194155
38.7892801,-77.18720359999999
40.7127753,-74.0059728
40.7127753,-74.0059728
40.7127753,-74.0059728
37.33874,-121.8852525
37.5585465,-122.2710788
40.7127753,-74.0059728
40.7127753,-74.0059728
42.2042586,-72.6162009
40.7127753,-74.0059728
40.7127753,-74.0059728
40.0325817,-75.6274583
42.3764852,-71.2356113
40.7127753,-74.0059728
43.15657789999999,-77.6088465
38.8048355,-77.0469214
44.5645659,-123.2620435
42.3600825,-71.0588801
37.7749295,-122.4194155
32.715738,-117.1610838
47.6101497,-122.2015159
40.7127753,-74.0059728
41.8781136,-87.6297982
37.3860517,-122.0838511
40.7127753,-74.0059728
37.7719074,-87.1111676
41.7658043,-72.6733723
42.1014831,-72.589811
40.7127753,-74.0059728
33.7879085,-117.855281
40.7127753,-74.0059728
38.71887160000001,-77.15426839999999
39.1439689,-77.2016062
38.99066570000001,-77.026088
37.4418834,-122.1430195
42.3459271,-71.5522874
38.9536174,-94.73357089999999
34.1211873,-117.2015791
29.7604267,-95.3698028
32.5420821,-97.3208492
40.4672587,-87.6683573
37.33874,-121.8852525
33.4483771,-112.0740373
40.7127753,-74.0059728
42.3600825,-71.0588801
39.1439689,-77.2016062
42.4906231,-71.2760089
40.7127753,-74.0059728
37.9779776,-122.0310733
40.7127753,-74.0059728
42.3736158,-71.10973349999999
40.44062479999999,-79.9958864
40.7127753,-74.0059728
41.8781136,-87.6297982
37.7749295,-122.4194155
40.7127753,-74.0059728
39.6433243,-106.3780801
35.2270869,-80.8431267
40.7607793,-111.8910474
33.5684605,-117.7262981
42.3736158,-71.10973349999999
34.0549076,-118.242643
37.7159396,-121.9101221
40.7127753,-74.0059728
37.048345,-122.0168296
37.33874,-121.8852525
40.7127753,-74.0059728
35.9606384,-83.9207392
41.1264849,-73.71401949999999
39.8027644,-105.0874842
39.7392358,-104.990251
43.0389025,-87.9064736
35.9250637,-86.8688899
39.0839973,-77.1527578
42.2775281,-71.3468091
41.8781136,-87.6297982
40.7127753,-74.0059728
42.3736158,-71.10973349999999
37.654656,-122.4077498
39.0839973,-77.1527578
38.5495569,-75.12323909999999
36.09985959999999,-80.244216
41.2397772,-81.6381785
42.2625932,-71.8022934
39.768403,-86.158068
27.9516896,-82.45875269999999
40.7127753,-74.0059728
41.8781136,-87.6297982
37.0298687,-76.34522179999999
42.3736158,-71.10973349999999
36.09985959999999,-80.244216
32.715738,-117.1610838
42.4439614,-76.5018807
37.7749295,-122.4194155
33.95260200000001,-84.5499327
33.748752,-84.38768449999999
37.3860517,-122.0838511
42.2528772,-71.0022705
42.3736158,-71.10973349999999
37.7749295,-122.4194155
40.1023319,-75.2743467
42.3600825,-71.0588801
42.3736158,-71.10973349999999
36.1626638,-86.7816016
40.44062479999999,-79.9958864
39.7092262,-84.06326849999999
40.6022939,-75.4714098
40.7607793,-111.8910474
42.3600825,-71.0588801
41.7369803,-111.8338359
33.5185892,-86.8103567
44.5133188,-88.0132958
40.7127753,-74.0059728
40.7127753,-74.0059728
38.9695545,-77.3860976
40.7127753,-74.0059728
38.9586307,-77.35700279999999
35.9940329,-78.898619
42.3600825,-71.0588801
39.768403,-86.158068
42.3736158,-71.10973349999999
40.7127753,-74.0059728
39.9525839,-75.1652215
36.8252277,-119.7029194
33.3061605,-111.8412502
42.3736158,-71.10973349999999
37.7749295,-122.4194155
42.3600825,-71.0588801
42.3736158,-71.10973349999999
28.5383832,-81.3789269
38.8942786,-77.43109919999999
33.4948764,-111.9216734
34.1808392,-118.3089661
38.9517053,-92.3340724
38.8942786,-77.43109919999999
41.8781136,-87.6297982
42.3600825,-71.0588801
30.267153,-97.7430608
39.0839973,-77.1527578
40.4842027,-88.99368729999999
41.8781136,-87.6297982
42.3736158,-71.10973349999999
37.7749295,-122.4194155
37.7719074,-87.1111676
37.5485396,-121.988583
38.7892801,-77.18720359999999
32.715738,-117.1610838
37.7749295,-122.4194155
34.0555693,-117.1825381
41.4553232,-81.9179173
41.5868417,-93.6249522
37.7798721,-122.2821855
46.28042000000001,-119.2751996
41.9778795,-91.6656232
42.3736158,-71.10973349999999
42.3736158,-71.10973349999999
42.3736158,-71.10973349999999
39.9525839,-75.1652215
37.7798721,-122.2821855
37.7749295,-122.4194155
37.7749295,-122.4194155
47.6061389,-122.3328481
41.8781136,-87.6297982
41.8781136,-87.6297982
41.2565369,-95.9345034
36.1626638,-86.7816016
40.7177545,-74.0431435
30.267153,-97.7430608
29.4251905,-98.4945922
36.09985959999999,-80.244216
34.7303688,-86.5861037
35.9940329,-78.898619
40.5184013,-80.1667247
39.1439689,-77.2016062
40.8509333,-73.9701381
37.2709704,-79.9414266
40.1523309,-75.26628900000001
37.7749295,-122.4194155
37.7749295,-122.4194155
40.7127753,-74.0059728
42.3736158,-71.10973349999999
40.7127753,-74.0059728
37.7749295,-122.4194155
36.09985959999999,-80.244216
42.3736158,-71.10973349999999
40.44062479999999,-79.9958864
47.6061389,-122.3328481
39.1626084,-76.6246886
42.3736158,-71.10973349999999
39.9525839,-75.1652215
37.4323341,-121.8995741
39.0839973,-77.1527578
42.3709299,-71.1828321
38.5632868,-76.0785791
42.3736158,-71.10973349999999
42.3600825,-71.0588801
34.0549076,-118.242643
37.4418834,-122.1430195
46.28042000000001,-119.2751996
41.7658043,-72.6733723
39.1439689,-77.2016062
40.7127753,-74.0059728
33.7879085,-117.855281
40.8509333,-73.9701381
40.7127753,-74.0059728
38.7131073,-90.42984009999999
38.71887160000001,-77.15426839999999
38.99066570000001,-77.026088
37.4418834,-122.1430195
42.3459271,-71.5522874
34.1211873,-117.2015791
38.9536174,-94.73357089999999
29.7604267,-95.3698028
32.5420821,-97.3208492
37.33874,-121.8852525
40.4672587,-87.6683573
33.4483771,-112.0740373
39.1439689,-77.2016062
42.4906231,-71.2760089
39.1031182,-84.5120196
38.0293059,-78.47667810000002
38.9071923,-77.0368707
37.9779776,-122.0310733
42.3736158,-71.10973349999999
40.7127753,-74.0059728
40.7127753,-74.0059728
41.8781136,-87.6297982
40.44062479999999,-79.9958864
37.7749295,-122.4194155
39.6433243,-106.3780801
40.7607793,-111.8910474
40.7127753,-74.0059728
33.4483771,-112.0740373
33.6845673,-117.8265049
35.2270869,-80.8431267
33.5684605,-117.7262981
37.7749295,-122.4194155
42.3736158,-71.10973349999999
34.0549076,-118.242643
38.9338676,-77.1772604
42.2808256,-83.7430378
37.7159396,-121.9101221
40.7127753,-74.0059728
37.048345,-122.0168296
40.7127753,-74.0059728
37.33874,-121.8852525
39.1439689,-77.2016062
47.0378741,-122.9006951
35.9606384,-83.9207392
40.7127753,-74.0059728
39.7392358,-104.990251
43.0389025,-87.9064736
35.9250637,-86.8688899
39.0839973,-77.1527578
42.2775281,-71.3468091
41.8781136,-87.6297982
40.7127753,-74.0059728
42.3736158,-71.10973349999999
38.5495569,-75.12323909999999
37.654656,-122.4077498
39.0839973,-77.1527578
39.9525839,-75.1652215
36.09985959999999,-80.244216
37.654656,-122.4077498
41.2397772,-81.6381785
39.768403,-86.158068
27.9516896,-82.45875269999999
42.2625932,-71.8022934
40.7127753,-74.0059728
41.8781136,-87.6297982
37.0298687,-76.34522179999999
42.3736158,-71.10973349999999
36.09985959999999,-80.244216
32.715738,-117.1610838
37.7749295,-122.4194155
33.95260200000001,-84.5499327
42.4439614,-76.5018807
42.3736158,-71.10973349999999
42.2528772,-71.0022705
37.4418834,-122.1430195
37.7749295,-122.4194155
42.3600825,-71.0588801
37.7749295,-122.4194155
40.1023319,-75.2743467
42.3736158,-71.10973349999999
36.1626638,-86.7816016
40.44062479999999,-79.9958864
40.6022939,-75.4714098
39.7092262,-84.06326849999999
